Date,Stock,SVI,Exhibition,Year,start_on,Relative_Date,MA20,Daily_Spike
2025-05-02,華碩,35.0,Computex電腦展,2025,2025-05-20,-12,38.81,0.9
2025-05-05,華碩,35.67,Computex電腦展,2025,2025-05-20,-11,38.5,0.92
2025-05-06,華碩,41.0,Computex電腦展,2025,2025-05-20,-10,38.73,1.06
2025-05-07,華碩,42.0,Computex電腦展,2025,2025-05-20,-9,39.0,1.07
2025-05-08,華碩,44.0,Computex電腦展,2025,2025-05-20,-8,39.38,1.11
2025-05-09,華碩,45.0,Computex電腦展,2025,2025-05-20,-7,39.79,1.13
2025-05-12,華碩,34.67,Computex電腦展,2025,2025-05-20,-6,39.44,0.88
2025-05-13,華碩,49.0,Computex電腦展,2025,2025-05-20,-5,40.04,1.22
2025-05-14,華碩,44.0,Computex電腦展,2025,2025-05-20,-4,40.27,1.09
2025-05-15,華碩,44.0,Computex電腦展,2025,2025-05-20,-3,40.48,1.08
2025-05-16,華碩,50.0,Computex電腦展,2025,2025-05-20,-2,40.98,1.22
2025-05-19,華碩,41.67,Computex電腦展,2025,2025-05-20,-1,41.02,1.01
2025-05-20,華碩,42.0,Computex電腦展,2025,2025-05-20,0,41.27,1.02
2025-05-21,華碩,48.0,Computex電腦展,2025,2025-05-20,1,41.62,1.15
2025-05-22,華碩,45.0,Computex電腦展,2025,2025-05-20,2,41.72,1.08
2025-05-23,華碩,44.0,Computex電腦展,2025,2025-05-20,3,41.87,1.05
2025-05-26,華碩,38.67,Computex電腦展,2025,2025-05-20,4,41.55,0.93
2025-05-27,華碩,41.0,Computex電腦展,2025,2025-05-20,5,41.93,0.98
2025-05-28,華碩,49.0,Computex電腦展,2025,2025-05-20,6,42.58,1.15
2025-04-21,威盛,2.5,Computex電腦展,2025,2025-05-20,-20,2.5,0.96
2025-04-22,威盛,4.0,Computex電腦展,2025,2025-05-20,-19,3.25,1.19
2025-04-23,威盛,0.0,Computex電腦展,2025,2025-05-20,-18,2.17,0.0
2025-04-24,威盛,8.0,Computex電腦展,2025,2025-05-20,-17,3.62,2.15
2025-04-25,威盛,0.0,Computex電腦展,2025,2025-05-20,-16,2.9,0.0
2025-04-28,威盛,0.0,Computex電腦展,2025,2025-05-20,-15,2.42,0.0
2025-04-29,威盛,0.0,Computex電腦展,2025,2025-05-20,-14,2.07,0.0
2025-04-30,威盛,0.0,Computex電腦展,2025,2025-05-20,-13,1.81,0.0
2025-05-02,威盛,0.0,Computex電腦展,2025,2025-05-20,-12,1.61,0.0
2025-05-05,威盛,1.67,Computex電腦展,2025,2025-05-20,-11,1.62,0.97
2025-05-06,威盛,7.0,Computex電腦展,2025,2025-05-20,-10,2.11,3.17
2025-05-07,威盛,4.0,Computex電腦展,2025,2025-05-20,-9,2.26,1.69
2025-05-08,威盛,7.0,Computex電腦展,2025,2025-05-20,-8,2.63,2.56
2025-05-09,威盛,5.0,Computex電腦展,2025,2025-05-20,-7,2.8,1.72
2025-05-12,威盛,2.0,Computex電腦展,2025,2025-05-20,-6,2.74,0.7
2025-05-13,威盛,7.0,Computex電腦展,2025,2025-05-20,-5,3.01,2.25
2025-05-14,威盛,4.0,Computex電腦展,2025,2025-05-20,-4,3.07,1.26
2025-05-15,威盛,6.0,Computex電腦展,2025,2025-05-20,-3,3.23,1.8
2025-05-16,威盛,4.0,Computex電腦展,2025,2025-05-20,-2,3.27,1.19
2025-05-19,威盛,1.67,Computex電腦展,2025,2025-05-20,-1,3.19,0.51
2025-05-20,威盛,7.0,Computex電腦展,2025,2025-05-20,0,3.42,1.99
2025-05-21,威盛,0.0,Computex電腦展,2025,2025-05-20,1,3.22,0.0
2025-05-22,威盛,0.0,Computex電腦展,2025,2025-05-20,2,3.22,0.0
2025-05-23,威盛,7.0,Computex電腦展,2025,2025-05-20,3,3.17,2.14
2025-05-26,威盛,1.33,Computex電腦展,2025,2025-05-20,4,3.23,0.4
2025-05-27,威盛,0.0,Computex電腦展,2025,2025-05-20,5,3.23,0.0
2025-05-28,威盛,7.0,Computex電腦展,2025,2025-05-20,6,3.58,1.9
2025-04-21,迎廣,2.5,Computex電腦展,2025,2025-05-20,-20,2.5,0.96
2025-04-22,迎廣,0.0,Computex電腦展,2025,2025-05-20,-19,1.25,0.0
2025-04-23,迎廣,0.0,Computex電腦展,2025,2025-05-20,-18,0.83,0.0
2025-04-24,迎廣,0.0,Computex電腦展,2025,2025-05-20,-17,0.62,0.0
2025-04-25,迎廣,0.0,Computex電腦展,2025,2025-05-20,-16,0.5,0.0
2025-04-28,迎廣,0.0,Computex電腦展,2025,2025-05-20,-15,0.42,0.0
2025-04-29,迎廣,0.0,Computex電腦展,2025,2025-05-20,-14,0.36,0.0
2025-04-30,迎廣,4.0,Computex電腦展,2025,2025-05-20,-13,0.81,4.4
2025-05-02,迎廣,0.0,Computex電腦展,2025,2025-05-20,-12,0.72,0.0
2025-05-05,迎廣,0.0,Computex電腦展,2025,2025-05-20,-11,0.65,0.0
2025-05-06,迎廣,0.0,Computex電腦展,2025,2025-05-20,-10,0.59,0.0
2025-05-07,迎廣,0.0,Computex電腦展,2025,2025-05-20,-9,0.54,0.0
2025-05-08,迎廣,0.0,Computex電腦展,2025,2025-05-20,-8,0.5,0.0
2025-05-09,迎廣,0.0,Computex電腦展,2025,2025-05-20,-7,0.46,0.0
2025-05-12,迎廣,0.0,Computex電腦展,2025,2025-05-20,-6,0.43,0.0
2025-05-13,迎廣,0.0,Computex電腦展,2025,2025-05-20,-5,0.41,0.0
2025-05-14,迎廣,4.0,Computex電腦展,2025,2025-05-20,-4,0.62,5.56
2025-05-15,迎廣,4.0,Computex電腦展,2025,2025-05-20,-3,0.81,4.4
2025-05-16,迎廣,0.0,Computex電腦展,2025,2025-05-20,-2,0.76,0.0
2025-05-19,迎廣,0.0,Computex電腦展,2025,2025-05-20,-1,0.72,0.0
2025-05-20,迎廣,0.0,Computex電腦展,2025,2025-05-20,0,0.6,0.0
2025-05-21,迎廣,0.0,Computex電腦展,2025,2025-05-20,1,0.6,0.0
2025-05-22,迎廣,4.0,Computex電腦展,2025,2025-05-20,2,0.8,4.44
2025-05-23,迎廣,0.0,Computex電腦展,2025,2025-05-20,3,0.8,0.0
2025-05-26,迎廣,0.0,Computex電腦展,2025,2025-05-20,4,0.8,0.0
2025-05-27,迎廣,0.0,Computex電腦展,2025,2025-05-20,5,0.8,0.0
2025-05-28,迎廣,6.0,Computex電腦展,2025,2025-05-20,6,1.1,5.0
